time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-23T15:24:50.490Z,38.8230019,-122.765831,1.99,1.01,md,19,67,0.008111,0.03,nc,nc73414621,2020-06-23T17:55:03.497Z,"4km W of Cobb, CA",earthquake,0.21,0.42,0.03,5,automatic,nc,nc
2020-06-23T15:24:23.010Z,36.4631667,-118.002,4.17,1.08,ml,19,92,0.06717,0.15,ci,ci39492064,2020-06-24T01:19:50.802Z,"15km SSE of Lone Pine, CA",earthquake,0.28,0.61,0.241,7,reviewed,ci,ci
2020-06-23T15:23:38.520Z,19.5268,-65.3296,16,3.74,md,11,318,1.4788,0.45,pr,pr2020175024,2020-06-24T00:40:32.383Z,"132 km NNE of Vieques, Puerto Rico",earthquake,13.67,27.48,0.04,5,reviewed,pr,pr
2020-06-23T15:22:18.340Z,31.6238333,-115.638,5.41,2.55,ml,13,143,0.2631,0.25,ci,ci39492048,2020-06-23T20:05:53.443Z,"80km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.34,31.61,0.152,45,reviewed,ci,ci
2020-06-23T15:20:04.570Z,38.157,-117.8393,12.6,1.6,ml,16,60.58,0.049,0.16,nn,nn00752345,2020-06-23T15:26:42.747Z,"35 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-23T15:14:46.580Z,38.123,-118.0492,2.5,0.9,ml,11,155.76,0.034,0.19,nn,nn00752344,2020-06-23T15:20:59.827Z,"30 km S of Mina, Nevada",earthquake,,15.3,,,automatic,nn,nn
2020-06-23T15:09:02.307Z,58.9131,-154.1981,96,1.3,ml,,,,0.93,ak,ak02081o166z,2020-06-23T15:13:35.145Z,"67 km SSE of Kokhanok, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-06-23T15:07:36.440Z,38.165,-117.9632,7.3,0.8,ml,13,104.66,0.029,0.02,nn,nn00752341,2020-06-23T15:14:07.234Z,"28 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-23T15:06:40.490Z,38.1403,-118.0242,3.8,0.7,ml,12,154.81,0.038,0.05,nn,nn00752339,2020-06-23T15:13:59.652Z,"28 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-23T15:05:37.450Z,33.4958333,-116.7928333,4.54,0.29,ml,17,108,0.08346,0.09,ci,ci39492016,2020-06-23T15:51:51.940Z,"9km NE of Aguanga, CA",earthquake,0.15,0.31,0.189,4,reviewed,ci,ci
2020-06-23T15:04:11.990Z,33.492,-116.7965,3.86,0.64,ml,33,31,0.08834,0.18,ci,ci39492008,2020-06-24T14:02:18.170Z,"8km NE of Aguanga, CA",earthquake,0.21,0.61,0.084,20,reviewed,ci,ci
2020-06-23T14:58:10.466Z,-17.6429,-178.674,528.37,4.4,mb,,96,3.121,0.42,us,us6000ah9f,2020-06-23T16:02:06.040Z,"218 km ENE of Levuka, Fiji",earthquake,12.1,7.9,0.068,62,reviewed,us,us
2020-06-23T14:54:16.890Z,38.1427,-117.9915,7.8,1.4,ml,14,106.7,0.031,0.09,nn,nn00752336,2020-06-23T15:08:01.386Z,"29 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-23T14:46:09.570Z,37.6288333,-118.8948333,5.63,0.3,md,10,166,0.006959,0.06,nc,nc73414606,2020-06-23T16:45:04.074Z,"8km E of Mammoth Lakes, CA",earthquake,1.14,0.6,0.144,8,reviewed,nc,nc
2020-06-23T14:45:05.990Z,33.6193333,-115.9575,6.64,1.23,ml,29,65,0.04489,0.19,ci,ci39491976,2020-06-23T14:48:53.858Z,"10km N of North Shore, CA",earthquake,0.32,0.6,0.132,26,automatic,ci,ci
2020-06-23T14:44:39.713Z,64.2132,-148.1378,0,1.1,ml,,,,0.2,ak,ak02081nnbgj,2020-06-23T14:51:39.424Z,"51 km E of Clear, Alaska, Alaska",earthquake,,1,,,automatic,ak,ak
2020-06-23T14:33:00.724Z,39.85,19.7268,10,4.4,mb,,69,0.147,0.9,us,us6000ah8p,2020-06-23T15:02:21.040Z,"9 km NW of Acharávi, Greece",earthquake,5.7,1.9,0.169,13,reviewed,us,us
2020-06-23T14:29:03.590Z,17.9923,-66.8326,17,2.4,md,14,173,0.0497,0.25,pr,pr2020175023,2020-06-23T14:51:02.656Z,"1 km W of Indios, Puerto Rico",earthquake,0.62,0.99,0.1,5,reviewed,pr,pr
2020-06-23T14:27:12.000Z,38.1923,-117.8052,7.6,0.6,ml,9,114.39,0.053,0.03,nn,nn00752333,2020-06-23T14:46:19.071Z,"34 km SE of Mina, Nevada",earthquake,,7.9,,,automatic,nn,nn
2020-06-23T14:24:33.710Z,37.6378,-116.7855,1.9,1.1,ml,10,104.36,0.503,0.28,nn,nn00752331,2020-06-23T14:29:39.716Z,"40 km ESE of Goldfield, Nevada",earthquake,,24.6,,,automatic,nn,nn
2020-06-23T14:20:29.580Z,35.9836655,-120.99617,10.02,1.78,md,16,151,0.09594,0.07,nc,nc73414596,2020-06-23T17:02:03.181Z,"9km WSW of San Ardo, CA",earthquake,0.61,1.06,0.28,10,automatic,nc,nc
2020-06-23T14:17:34.690Z,43.6215,-110.5118333,6.09,0.68,ml,6,244,0.067,0.09,mb,mb80441579,2020-06-23T20:41:57.900Z,"9 km E of Kelly, Wyoming",earthquake,0.75,0.82,0.267,4,reviewed,mb,mb
2020-06-23T14:16:25.880Z,38.1643,-117.8772,4.6,1.8,ml,14,70.11,0.006,0.03,nn,nn00752328,2020-06-23T14:24:04.970Z,"32 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-06-23T14:15:32.400Z,19.228666305542,-155.406005859375,33.0400009155273,1.89,ml,48,140,,0.119999997,hv,hv72012886,2020-06-23T14:21:05.780Z,"8 km ENE of P?hala, Hawaii",earthquake,0.51,0.610000014,4.06,5,automatic,hv,hv
2020-06-23T14:14:00.710Z,38.8143349,-122.8233337,2.48,0.32,md,17,61,0.007117,0.02,nc,nc73414591,2020-06-23T16:36:03.020Z,"7km NW of The Geysers, CA",earthquake,0.25,0.6,0.24,2,automatic,nc,nc
2020-06-23T14:13:53.640Z,38.2192,-117.9352,15.8,0.7,ml,9,124.35,0.055,0.06,nn,nn00752327,2020-06-23T14:17:27.803Z,"24 km SE of Mina, Nevada",earthquake,,7.7,,,automatic,nn,nn
2020-06-23T14:12:33.330Z,38.138,-117.9817,12,1.5,ml,19,108.04,0.027,0.09,nn,nn00752324,2020-06-23T14:17:20.994Z,"30 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-23T14:12:24.323Z,28.2997,104.7607,10,4.5,mb,,69,4.579,0.53,us,us6000ah96,2020-06-23T15:15:37.040Z,"17 km SSE of Xunchang, China",earthquake,9.4,1.9,0.116,22,reviewed,us,us
2020-06-23T14:03:41.563Z,38.1744,-117.8458,8.4,1.1,ml,8,133.12,0.024,0.0854,nn,nn00752433,2020-06-24T02:18:15.773Z,"33 km SE of Mina, Nevada",earthquake,,1.2,0.33,7,reviewed,nn,nn
2020-06-23T14:03:19.539Z,39.5956,-119.1037,11.9,2.1,ml,20,150.07,0.246,0.151,nn,nn00752321,2020-06-24T02:17:56.243Z,"12 km E of Fernley, Nevada",earthquake,,2.2,0.31,12,reviewed,nn,nn
2020-06-23T14:02:38.883Z,43.6031,-110.4185,5,3.6,ml,,115,0.134,0.29,us,us6000ah7y,2020-06-25T14:39:12.773Z,"16 km E of Kelly, Wyoming",earthquake,1.2,1.9,0.05,52,reviewed,us,us
2020-06-23T13:52:14.830Z,38.1523,-117.9543,6.6,1.4,ml,14,93.53,0.007,0.14,nn,nn00752316,2020-06-23T14:02:21.305Z,"29 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-06-23T13:48:17.598Z,38.1456,-117.9759,11.3,0.6,ml,19,131.9,0.015,0.1417,nn,nn00752315,2020-06-24T02:17:51.259Z,"29 km SSE of Mina, Nevada",earthquake,,0.7,0.33,8,reviewed,nn,nn
2020-06-23T13:47:32.941Z,23.9312,93.0128,10,3.6,mb,,166,1.213,0.48,us,us6000ahfx,2020-06-24T07:25:07.808Z,"12 km SE of Darlawn, India",earthquake,7.3,2,0.5,1,reviewed,us,us
2020-06-23T13:43:53.690Z,17.9743,-66.9683,7,2.57,md,17,178,0.0761,0.22,pr,pr2020175022,2020-06-23T14:37:39.889Z,"5 km WSW of Fuig, Puerto Rico",earthquake,0.58,0.29,0.42,6,reviewed,pr,pr
2020-06-23T13:38:11.470Z,38.1788,-117.9502,7.1,1.6,ml,15,80.1,0.023,0.12,nn,nn00752312,2020-06-23T13:50:20.496Z,"27 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-23T13:30:50.409Z,35.85583333,-96.702,7.21,1.59,ml,58,43,0.1007802235,0.16,ok,ok2020mgyh,2020-06-23T18:24:02.529Z,"10 km NE of Kendrick, Oklahoma",earthquake,,0.4,0.19,6,reviewed,ok,ok
2020-06-23T13:28:47.080Z,17.965,-66.9771,5,3.06,md,22,186,0.0673,0.19,pr,pr2020175020,2020-06-23T14:16:39.780Z,"6 km WSW of Fuig, Puerto Rico",earthquake,0.42,0.27,0.23,12,reviewed,pr,pr
2020-06-23T13:28:16.680Z,17.9405,-66.9848,11,1.88,md,4,320,0.0661,0.11,pr,pr2020175021,2020-06-23T14:21:36.922Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,1.35,1.11,0.1,3,reviewed,pr,pr
2020-06-23T13:21:08.340Z,17.9519,-66.9811,6,3.2,md,22,199,0.0655,0.26,pr,pr2020175019,2020-06-23T13:56:20.040Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,0.61,0.33,0.24,15,reviewed,pr,pr
2020-06-23T13:17:29.680Z,19.1669998168945,-155.474166870117,34.5499992370605,2.06,ml,48,87,,0.100000001,hv,hv72012831,2020-06-23T13:23:01.340Z,"4 km S of P?hala, Hawaii",earthquake,0.53,0.649999976,3.4,7,automatic,hv,hv
2020-06-23T13:17:23.870Z,38.1752,-117.829,8.5,1.6,ml,18,95.4,0.043,0.1,nn,nn00752309,2020-06-23T13:35:21.895Z,"34 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-23T13:12:34.100Z,38.1508,-117.962,13.9,1.4,ml,17,116.51,0.026,0.09,nn,nn00752305,2020-06-23T13:16:00.755Z,"29 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-23T13:09:50.110Z,35.8121667,-117.6376667,9.5,1.38,ml,20,70,0.03283,0.15,ci,ci39491864,2020-06-23T13:29:59.270Z,"22km N of Ridgecrest, CA",earthquake,0.3,0.65,0.169,17,reviewed,ci,ci
2020-06-23T13:05:06.370Z,17.919,-66.5851,6,2.38,md,16,198,0.1256,0.13,pr,pr2020175018,2020-06-23T13:31:05.958Z,"10 km SSE of Ponce, Puerto Rico",earthquake,0.38,0.24,0.2,4,reviewed,pr,pr
2020-06-23T13:01:55.710Z,38.1647,-118.1623,7.6,1.2,ml,12,120.71,0.097,0.07,nn,nn00752303,2020-06-23T13:13:39.277Z,"25 km S of Mina, Nevada",earthquake,,7.2,,,automatic,nn,nn
2020-06-23T13:00:41.800Z,35.8373333,-117.6605,3.97,0.08,ml,8,105,0.05554,0.09,ci,ci37447757,2020-06-24T17:31:31.707Z,"24km N of Ridgecrest, CA",earthquake,0.24,0.67,0.13,3,reviewed,ci,ci
2020-06-23T13:00:10.430Z,33.6156667,-115.954,8.19,0.8,ml,21,61,0.04956,0.14,ci,ci37447749,2020-06-24T17:17:23.054Z,"10km N of North Shore, CA",earthquake,0.26,0.61,0.137,10,reviewed,ci,ci
2020-06-23T13:00:05.270Z,36.452,-117.9948333,6.11,0.73,ml,10,80,0.06986,0.12,ci,ci39491856,2020-06-24T17:31:36.226Z,"16km SSE of Lone Pine, CA",earthquake,0.36,0.67,0.096,5,reviewed,ci,ci
2020-06-23T12:59:23.679Z,38.2077,-117.7428,3.3,2.1,ml,28,49.71,0.02,0.1101,nn,nn00752299,2020-06-24T02:17:49.631Z,"37 km ESE of Mina, Nevada",earthquake,,0.7,0.41,14,reviewed,nn,nn
2020-06-23T12:51:27.410Z,48.616,-115.2423333,4.79,0.82,ml,7,247,0.17,0.04,mb,mb80441724,2020-06-23T21:31:53.020Z,"29 km WSW of Trego, Montana",earthquake,1.51,1.21,,0,reviewed,mb,mb
2020-06-23T12:48:53.340Z,38.1618,-117.9177,5.5,1.5,ml,11,86.62,0.027,0,nn,nn00752296,2020-06-23T13:00:00.574Z,"30 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-06-23T12:48:38.110Z,33.5306667,-116.5248333,14.08,1.02,ml,16,114,0.02725,0.15,ci,ci39491824,2020-06-23T12:52:29.372Z,"14km E of Anza, CA",earthquake,0.34,0.41,0.378,13,automatic,ci,ci
2020-06-23T12:36:53.180Z,33.9683333,-116.7936667,15.7,0.6,ml,15,72,0.05502,0.34,ci,ci39491816,2020-06-23T12:40:39.934Z,"6km N of Cabazon, CA",earthquake,0.85,1.52,0.128,17,automatic,ci,ci
2020-06-23T12:35:18.730Z,38.1822,-117.9553,6.1,1.1,ml,13,100.86,0.029,0.15,nn,nn00752295,2020-06-23T12:49:59.539Z,"26 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-23T12:33:35.890Z,38.172,-117.963,6.7,1.2,ml,16,132.89,0.012,0.14,nn,nn00752292,2020-06-23T12:37:20.471Z,"27 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-23T12:30:50.360Z,38.8198318,-122.7884979,1.61,0.87,md,12,83,0.008963,0.04,nc,nc73414571,2020-06-23T14:41:03.344Z,"6km NNW of The Geysers, CA",earthquake,0.33,0.93,,1,automatic,nc,nc
2020-06-23T12:29:05.010Z,36.451,-117.996,6.82,1.36,ml,24,80,0.06876,0.21,ci,ci39491800,2020-06-24T15:56:48.780Z,"16km SSE of Lone Pine, CA",earthquake,0.32,0.93,0.18,19,reviewed,ci,ci
2020-06-23T12:25:54.290Z,33.3836667,-116.3145,4.22,0.59,ml,18,144,0.02163,0.2,ci,ci39491784,2020-06-23T12:29:35.861Z,"15km NNE of Borrego Springs, CA",earthquake,0.51,0.73,0.146,10,automatic,ci,ci
2020-06-23T12:25:39.460Z,36.7801666,-121.4953308,3.75,1.86,md,27,49,0.02673,0.17,nc,nc73414566,2020-06-23T14:45:04.364Z,"8km SSE of San Juan Bautista, CA",earthquake,0.37,0.49,0.19,19,automatic,nc,nc
2020-06-23T12:23:09.970Z,33.5811667,-116.8116667,19.89,1.19,ml,12,167,0.04162,0.17,ci,ci39491776,2020-06-23T12:26:55.874Z,"13km WNW of Anza, CA",earthquake,1.41,1.26,0.495,12,automatic,ci,ci
2020-06-23T12:14:51.340Z,33.492,-116.4856667,13.23,0.49,ml,17,82,0.07551,0.14,ci,ci39491768,2020-06-23T12:18:17.824Z,"19km ESE of Anza, CA",earthquake,0.36,0.63,0.085,12,automatic,ci,ci
2020-06-23T12:12:11.560Z,38.0793,-118.0653,4.5,0.6,ml,10,189.92,0.035,0.12,nn,nn00752290,2020-06-23T12:34:38.887Z,"34 km S of Mina, Nevada",earthquake,,10.1,,,automatic,nn,nn
2020-06-23T12:11:14.470Z,37.7123,-117.7405,7,1.5,ml,8,193.16,0.45,0.13,nn,nn00752291,2020-06-23T12:34:45.683Z,"10 km WSW of Silver Peak, Nevada",earthquake,,13.6,,,automatic,nn,nn
2020-06-23T12:09:04.210Z,37.5646667,-119.1113333,3.54,0.93,md,17,114,0.07211,0.05,nc,nc73414561,2020-06-23T16:33:04.998Z,"14km SW of Mammoth Lakes, CA",earthquake,0.42,0.9,0.27,13,reviewed,nc,nc
2020-06-23T11:58:37.955Z,38.1549,-117.9583,10.5,2.2,ml,30,49.72,0.016,0.1454,nn,nn00752286,2020-06-24T02:17:45.496Z,"29 km SSE of Mina, Nevada",earthquake,,0.5,0.26,15,reviewed,nn,nn
2020-06-23T11:57:04.890Z,35.665,-117.5225,13.95,1.38,ml,18,150,0.1623,0.19,ci,ci39491760,2020-06-23T13:33:51.768Z,"15km ENE of Ridgecrest, CA",earthquake,0.41,0.92,0.137,19,reviewed,ci,ci
2020-06-23T11:42:26.080Z,35.5935,-117.3928333,8.96,0.55,ml,11,133,0.05697,0.2,ci,ci39491752,2020-06-24T17:22:42.000Z,"19km S of Trona, CA",earthquake,0.54,0.96,0.059,2,reviewed,ci,ci
2020-06-23T11:39:14.247Z,53.9191,-166.8728,5.6,1.1,ml,,,,0.83,ak,ak02081ltvsz,2020-06-23T21:10:31.491Z,"21 km W of Dutch Harbor, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-06-23T11:38:24.850Z,38.7613335,-122.7306671,2.11,1.54,md,23,135,0.004547,0.05,nc,nc73414551,2020-06-23T19:40:59.590Z,"3km SE of The Geysers, CA",earthquake,0.4,0.44,0.11,8,automatic,nc,nc
2020-06-23T11:37:50.130Z,38.1847,-117.8645,6.4,1.4,ml,14,73.95,0.017,0.13,nn,nn00752280,2020-06-23T11:42:00.867Z,"31 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-23T11:34:13.910Z,37.7799988,-122.2340012,6.55,1.92,md,31,64,0.04533,0.07,nc,nc73414546,2020-06-24T07:25:21.225Z,"2km SSW of Oakland, CA",earthquake,0.19,0.46,0.11,32,automatic,nc,nc
2020-06-23T11:31:27.760Z,19.1958332061768,-155.472503662109,31.5,2.19,ml,45,92,,0.129999995,hv,hv72012726,2020-06-23T11:37:10.810Z,"1 km SE of P?hala, Hawaii",earthquake,0.51,0.720000029,3.41,13,automatic,hv,hv
2020-06-23T11:30:04.060Z,35.6118333,-117.403,9.49,0.96,ml,16,176,0.09219,0.2,ci,ci39491736,2020-06-23T11:33:37.529Z,"17km S of Trona, CA",earthquake,0.56,1.03,0.299,9,automatic,ci,ci
2020-06-23T11:29:14.430Z,19.2000007629395,-155.446670532227,36.0499992370605,1.86000001,md,47,125,,0.109999999,hv,hv72012716,2020-06-23T11:32:19.750Z,"3 km E of P?hala, Hawaii",earthquake,0.53,0.699999988,0.439999998,5,automatic,hv,hv
2020-06-23T11:29:07.620Z,38.1375,-118.0858,1.8,1.3,ml,11,164.88,0.043,0.07,nn,nn00752278,2020-06-23T11:38:59.770Z,"28 km S of Mina, Nevada",earthquake,,8.2,,,automatic,nn,nn
2020-06-23T11:25:14.430Z,38.179,-118.1208,1.8,0.8,ml,9,227.99,0.126,0.09,nn,nn00752276,2020-06-23T11:30:17.766Z,"23 km S of Mina, Nevada",earthquake,,11.1,,,automatic,nn,nn
2020-06-23T11:23:29.530Z,19.2040004730225,-155.407333374023,32.8300018310547,2.01,ml,48,155,,0.129999995,hv,hv72012711,2020-06-23T11:29:06.700Z,"7 km E of P?hala, Hawaii",earthquake,0.61,0.720000029,0.17,4,automatic,hv,hv
2020-06-23T11:17:28.240Z,17.935,-66.9351,13,2.33,md,16,218,0.0688,0.2,pr,pr2020175017,2020-06-23T11:30:54.158Z,"4 km SW of Guánica, Puerto Rico",earthquake,0.68,0.34,0.25,4,reviewed,pr,pr
2020-06-23T11:16:11.950Z,38.1387,-117.963,8.7,1.6,ml,12,108.84,0.034,0.12,nn,nn00752272,2020-06-23T11:26:47.835Z,"30 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-23T11:11:57.350Z,38.1408,-118.0865,0,1.6,ml,13,143.05,0.042,0.08,nn,nn00752268,2020-06-23T11:16:40.668Z,"27 km S of Mina, Nevada",earthquake,,9.4,,,automatic,nn,nn
2020-06-23T11:08:41.950Z,38.1542,-118.0112,4.6,1,ml,11,128.94,0.036,0.03,nn,nn00752265,2020-06-23T11:13:21.057Z,"27 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-23T11:08:41.210Z,33.6186667,-115.9498333,8.86,0.8,ml,12,84,0.04951,0.14,ci,ci39491728,2020-06-23T11:12:22.367Z,"10km N of North Shore, CA",earthquake,0.49,0.59,0.2,10,automatic,ci,ci
2020-06-23T11:07:40.430Z,44.5305,-115.2193333,3.51,2.15,ml,14,81,0.446,0.17,mb,mb80441534,2020-06-24T16:51:53.460Z,"41 km NNW of Stanley, Idaho",earthquake,0.35,2.06,0.199,12,reviewed,mb,mb
2020-06-23T11:06:36.850Z,38.1963,-117.8873,7.7,0.4,ml,10,141.71,0.04,0.05,nn,nn00752264,2020-06-23T11:09:58.341Z,"28 km SE of Mina, Nevada",earthquake,,5.5,,,automatic,nn,nn
2020-06-23T11:02:22.030Z,19.3373333333333,-155.179166666667,5.96,2.34,ml,53,81,,0.11,hv,hv72012661,2020-06-23T23:31:08.730Z,"13 km SSE of Volcano, Hawaii",earthquake,0.24,0.47,0.124808537878009,32,reviewed,hv,hv
2020-06-23T11:00:26.950Z,35.8556667,-117.6725,11.18,0.51,ml,8,88,0.0728,0.13,ci,ci39491720,2020-06-23T11:04:01.946Z,"23km ESE of Little Lake, CA",earthquake,0.39,0.89,0.081,5,automatic,ci,ci
2020-06-23T11:00:00.760Z,33.0171667,-116.0063333,10.22,0.94,ml,19,138,0.1337,0.21,ci,ci39491712,2020-06-23T11:03:49.317Z,"18km SE of Ocotillo Wells, CA",earthquake,0.74,1.38,0.165,10,automatic,ci,ci
2020-06-23T10:57:41.340Z,38.1543,-118.0118,4.8,1.2,ml,12,130.27,0.037,0.03,nn,nn00752262,2020-06-23T11:08:19.009Z,"27 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-23T10:51:09.400Z,33.6273333,-115.9563333,7.25,0.93,ml,24,59,0.03952,0.28,ci,ci39491704,2020-06-23T10:54:42.362Z,"11km N of North Shore, CA",earthquake,0.67,0.89,0.147,21,automatic,ci,ci
2020-06-23T10:49:45.900Z,36.029,-117.8778333,3.57,0.84,ml,13,141,0.02353,0.1,ci,ci39491696,2020-06-23T13:34:42.780Z,"7km ESE of Coso Junction, CA",earthquake,0.3,0.6,0.303,10,reviewed,ci,ci
2020-06-23T10:47:44.370Z,36.4555,-117.9708333,6.56,1.87,ml,22,154,0.08952,0.22,ci,ci39491688,2020-06-23T13:35:11.768Z,"17km SSE of Lone Pine, CA",earthquake,0.46,1.55,0.115,25,reviewed,ci,ci
2020-06-23T10:45:07.340Z,38.1623,-117.8692,8.2,0.5,ml,8,178.37,0.019,0.03,nn,nn00752258,2020-06-23T10:48:37.528Z,"32 km SE of Mina, Nevada",earthquake,,6.2,,,automatic,nn,nn
2020-06-23T10:37:04.850Z,38.0602,-118.0805,1.4,0.6,ml,8,186.85,0.027,0.09,nn,nn00752256,2020-06-23T10:45:18.137Z,"36 km S of Mina, Nevada",earthquake,,11.4,,,automatic,nn,nn
2020-06-23T10:35:14.490Z,38.1708,-117.7595,10.6,0.8,ml,9,94.44,0.05,0.06,nn,nn00752255,2020-06-23T10:38:38.261Z,"39 km SE of Mina, Nevada",earthquake,,9.5,,,automatic,nn,nn
2020-06-23T10:28:45.950Z,17.9705,-67.0936,11,2.91,md,21,229,0.0393,0.13,pr,pr2020175016,2020-06-23T11:52:33.040Z,"5 km W of La Parguera, Puerto Rico",earthquake,0.61,0.27,0.45,11,reviewed,pr,pr
2020-06-23T10:28:18.060Z,38.1592,-118.1675,7.2,1.4,ml,21,69.83,0.103,0.13,nn,nn00752252,2020-06-23T10:37:41.405Z,"26 km SSW of Mina, Nevada",earthquake,,11.7,,,automatic,nn,nn
2020-06-23T10:22:52.625Z,61.2918,-150.3219,23,1,ml,,,,0.68,ak,ak02081l4wa6,2020-06-23T10:28:09.670Z,"19 km WSW of Point MacKenzie, Alaska",earthquake,,1,,,automatic,ak,ak
2020-06-23T10:09:06.569Z,59.5018,-152.7313,82.3,1.8,ml,,,,0.34,ak,ak02081l20dt,2020-06-23T10:18:16.348Z,"48 km WNW of Nanwalek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-06-23T10:07:23.460Z,38.1598,-117.8437,12.2,1.2,ml,18,70.63,0.011,0.12,nn,nn00752248,2020-06-23T10:15:20.452Z,"34 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-23T10:06:35.140Z,35.8721667,-117.7061667,10.08,0.97,ml,14,69,0.0794,0.08,ci,ci39491680,2020-06-23T10:10:15.947Z,"19km ESE of Little Lake, CA",earthquake,0.18,0.46,0.194,12,automatic,ci,ci
2020-06-23T10:06:07.700Z,38.3978,-118.888,5.9,1.2,ml,11,154.91,0.328,0.08,nn,nn00752247,2020-06-23T10:09:18.249Z,"26 km WSW of Hawthorne, Nevada",earthquake,,10.5,,,automatic,nn,nn
2020-06-23T10:03:00.390Z,38.821167,-122.8093338,3.02,0.63,md,16,61,0.002299,0.01,nc,nc73414536,2020-06-23T10:24:03.619Z,"7km NW of The Geysers, CA",earthquake,0.29,0.76,0.1,2,automatic,nc,nc
2020-06-23T10:02:43.562Z,59.3675,-152.1904,64.9,2,ml,,,,0.57,ak,ak02081l0l8r,2020-06-23T10:07:31.260Z,"15 km W of Nanwalek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-23T09:57:01.900Z,33.1511667,-115.9371667,9.53,0.9,ml,19,73,0.102,0.2,ci,ci39491672,2020-06-23T10:00:51.077Z,"16km S of Salton City, CA",earthquake,0.44,1.64,0.113,12,automatic,ci,ci
2020-06-23T09:53:25.929Z,36.3515,-97.335,7.58,0.75,ml,35,175,0.08458340185,0.18,ok,ok2020mgrc,2020-06-23T12:36:38.276Z,"8 km NNW of Perry, Oklahoma",earthquake,,0.6,0.24,16,reviewed,ok,ok
2020-06-23T09:51:35.370Z,19.2121658325195,-155.405334472656,31.4200000762939,2,ml,54,150,,0.140000001,hv,hv72012566,2020-06-23T09:57:08.010Z,"7 km E of P?hala, Hawaii",earthquake,0.57,0.620000005,0.12,4,automatic,hv,hv
2020-06-23T09:43:53.060Z,38.8126678,-122.7926636,3.43,0.88,md,25,41,0.005126,0.02,nc,nc73414526,2020-06-23T11:37:03.049Z,"5km NW of The Geysers, CA",earthquake,0.27,0.46,0.03,3,automatic,nc,nc
2020-06-23T09:43:30.890Z,36.4455,-117.9756667,6.97,1.51,ml,27,70,0.08444,0.17,ci,ci39491664,2020-06-25T03:01:04.310Z,"18km SSE of Lone Pine, CA",earthquake,0.22,0.65,0.153,23,reviewed,ci,ci
2020-06-23T09:43:07.151Z,64.5009,-146.8766,19.8,3.5,ml,,,,1.26,ak,ak02081knvvb,2020-06-23T18:39:48.525Z,"2 km SSE of Salcha, Alaska",earthquake,,3.2,,,automatic,ak,ak
2020-06-23T09:42:58.337Z,64.2891,-148.3307,11.3,3.3,ml,,,,0.87,ak,ak02081knrev,2020-06-23T17:45:26.097Z,"41 km E of Clear, Alaska, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-06-23T09:31:43.030Z,44.405,-115.2013333,7.91,2.2,ml,13,77,0.338,0.29,mb,mb80441524,2020-06-24T14:28:44.980Z,"29 km NW of Stanley, Idaho",earthquake,0.58,1.53,0.282,12,reviewed,mb,mb
2020-06-23T09:26:18.280Z,38.045,-118.0565,5.3,1,ml,11,187.8,0.044,0.03,nn,nn00752240,2020-06-23T09:44:26.173Z,"38 km S of Mina, Nevada",earthquake,,4,,,automatic,nn,nn
2020-06-23T09:24:18.070Z,35.7615,-117.5451667,10.87,0.88,ml,10,161,0.06885,0.19,ci,ci39491656,2020-06-23T13:35:43.304Z,"13km W of Searles Valley, CA",earthquake,0.57,0.94,0.173,8,reviewed,ci,ci
